93700.003;Воронка В-73-69/89;Сталь 38ХГМ ф100_1211103000;Сталь 38ХГМ;100;1 034;58;3;1;345;1;3
93700.012;Воронка В-168-156/185;Сталь 38ХГМ ф195 ;Сталь 38ХГМ;195;834;138;2;1;417;1;2
86401.129;Колокол К90-70/120;Сталь 20Х ф130_1225600000;Сталь 20Х;130;1 157;40;2;1;579;1;2
86604.020;Метчик МСЗ-62;Сталь 20Х ф 90_1224100000;Сталь 20Х;90;1 205;16;4;1;301;1;4
86601.006;Метчик МЭУ 36-66;Сталь 20ХГНМ ф  90_1209100000;Сталь 20ХГНМ;90;1 296;15;3;1;432;1;3
86401.037;Колокол К136-115;Сталь 20Х ф180_1224000000;Сталь 20Х;180;1 247;102;2;1;624;1;2
86604.008;Метчик МСЗ-108;Сталь 20Х ф150_1225500000;Сталь 20Х;150;1 314;32;4;1;329;1;4
86401.040;Колокол К115-103;Сталь 20Х ф150_1225500000;Сталь 20Х;150;927;52;2;1;464;1;2
92101.02.091;Корпус;Сталь 20Х ф160_1233330000;Сталь 20Х;160;770;117;3;1;257;1;3
93500.401;Головка;Сталь 38ХГМ ф115_1294081000;Сталь 38ХГМ;115;1 173;32;3;1;391;1;3
86401.132;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;1 128;138;2;1;564;1;2
86604.062;Метчик;Сталь 20Х ф230_1209300000;Сталь 20Х;230;894;86;2;1;447;1;2
86401.042;Колокол;Сталь 20Х ф 90_1224100000;Сталь 20Х;90;967;40;2;1;484;1;2
86401.043;Колокол;Сталь 20Х ф 90_1224100000;Сталь 20Х;90;1 125;20;3;1;375;1;3
86401.044;Колокол;Сталь 20Х ф 75_1222340000;Сталь 20Х;75;1 034;20;3;1;345;1;3
86604.045;Метчик;Сталь 20Х ф 95_1283000000;Сталь 20Х;95;885;14;3;1;295;1;3
86604.059;Метчик;Сталь 20Х ф 90_1224100000;Сталь 20Х;90;1 181;14;4;1;295;1;4
86604.051;Метчик;Сталь 20ХГНМ ф  70 _1220500000;Сталь 20ХГНМ;70;1 047;16;4;1;262;1;4
86604.053;Метчик;Сталь 20ХГНМ ф  75  1206060000;Сталь 20ХГНМ;75;1 047;16;4;1;262;1;4
86604.055;Метчик;Сталь 20ХГНМ ф  90_1209100000;Сталь 20ХГНМ;90;1 107;16;4;1;277;1;4
86604.057;Метчик;Сталь 20ХГНМ ф  90_1209100000;Сталь 20ХГНМ;90;1 126;16;4;1;282;1;4
98120.121.001;Винт;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 259;68;3;1;420;1;3
98120.121.002;Корпус;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 289;68;3;1;430;1;3
91402.01.011-10;Корпус;Сталь 40Х ф125_1215600000;Сталь 40Х;125;820;45;2;1;410;1;2
91401.01.011-11;Корпус;Сталь 40Х ф125_1215600000;Сталь 40Х;125;1 390;32;2;1;695;1;2
86401.133;Колокол;Сталь 20Х ф100_1209910000;Сталь 20Х;100;1 065;56;3;1;355;1;3
86502.500.016;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 178;56;5;1;236;1;5
86401.049;Колокол;Сталь 20Х ф135_1209913000;Сталь 20Х;135;1 217;56;2;1;609;1;2
86401.051;Колокол;Сталь 20ХГНМ ф 135_1211600000;Сталь 20ХГНМ;135;1 130;90;2;1;565;1;2
86401.052;Колокол;Сталь 20Х ф135_1209913000;Сталь 20Х;135;1 137;56;2;1;569;1;2
86401.053;Колокол;Сталь 20Х ф 75_1222340000;Сталь 20Х;75;1 064;32;3;1;355;1;3
86401.055;Колокол;Сталь 20Х ф145_1207400000;Сталь 20Х;145;1 137;40;2;1;569;1;2
96558.001;Корпус;Сталь 38ХГМ ф 70_1234567000;Сталь 38ХГМ;70;1 143;40;5;1;229;1;5
86401.063;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;1 117;108;3;1;372;1;3
86401.059;Колокол;Сталь 20Х ф185 ;Сталь 20Х;185;893;102;2;1;447;1;2
86401.058;Колокол;Сталь 20Х ф210_1215010000;Сталь 20Х;210;893;105;2;1;447;1;2
86401.057;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;893;105;2;1;447;1;2
86401.065;Колокол;Сталь 20Х ф190_1219190000;Сталь 20Х;190;887;102;2;1;444;1;2
91402.01.031;Корпус;Сталь 40Х ф145_1229102000;Сталь 40Х;145;920;35;2;1;460;1;2
86401.067;Колокол;Сталь 20Х ф180_1224000000;Сталь 20Х;180;1 217;52;2;1;609;1;2
86401.134;Колокол;Сталь 20Х ф230_1209300000;Сталь 20Х;230;1 177;138;2;1;589;1;2
93901.012;Переводник;Сталь 45ХН2МФА ф 190 _1271600000;Сталь 45ХН2МФА;190;1 078;93;2;1;539;1;2
86401.135;Колокол;Сталь 20ХГНМ ф 135_1211600000;Сталь 20ХГНМ;135;1 047;78;2;1;524;1;2
86604.066;Метчик;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 004;32;3;1;335;1;3
90501.00.225;Корпус;Сталь 40Х ф200_1229290000;Сталь 40Х;200;1 050;68;3;1;350;1;3
86603.106;Метчик;Сталь 20Х ф190_1219190000;Сталь 20Х;190;1 007;22;2;1;504;1;2
86603.108;Метчик;Сталь 20Х ф190_1219190000;Сталь 20Х;190;1 007;22;2;1;504;1;2
86603.111;Метчик;Сталь 20Х ф190_1219190000;Сталь 20Х;190;987;32;2;1;494;1;2
86603.113;Метчик;Сталь 20Х ф190_1219190000;Сталь 20Х;190;987;32;2;1;494;1;2
86603.115;Метчик;Сталь 20Х ф210_1215010000;Сталь 20Х;210;1 017;32;2;1;509;1;2
86401.072;Колокол;Сталь 20Х ф190_1219190000;Сталь 20Х;190;887;102;2;1;444;1;2
86401.074;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;893;105;2;1;447;1;2
94900.01.542;Труба;Сталь 20Х ф145_1207400000;Сталь 20Х;145;1 062;108;4;1;266;1;4
94900.01.543;Труба;Сталь 20Х ф145_1207400000;Сталь 20Х;145;1 028;108;2;1;514;1;2
86401.118;Колокол;Сталь 20Х ф100_1209910000;Сталь 20Х;100;1 200;50;3;1;400;1;3
86401.136;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;1 147;138;2;1;574;1;2
93500.435;Головка;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;1 038;123;2;1;519;1;2
86401.077;Колокол;Сталь 20Х ф150_1225500000;Сталь 20Х;150;1 387;56;2;1;694;1;2
93700.019;Воронка;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 034;123;3;1;345;1;3
93700.021;Воронка;Сталь 38ХГМ ф250_1251083090;Сталь 38ХГМ;250;1 244;123;3;1;415;1;3
93700.022;Воронка;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 034;138;3;1;345;1;3
93700.023;Воронка;Сталь 38ХГМ ф250_1251083090;Сталь 38ХГМ;250;1 154;138;3;1;385;1;3
93700.024;Воронка;Сталь 38ХГМ ф260_1212121515;Сталь 38ХГМ;260;1 184;138;3;1;395;1;3
93700.025;Воронка;Сталь 38ХГМ ф 290;Сталь 38ХГМ;290;1 274;138;3;1;425;1;3
93700.026;Воронка;Сталь 38ХГМ ф 290;Сталь 38ХГМ;290;1 274;138;3;1;425;1;3
95000.02.002;Плашка;Сталь 9ХС ф 125;Сталь 9ХС;125;1 000;68;24;4;167;4;6
95000.03.002;Плашка;Сталь 9ХС ф 135;Сталь 9ХС;135;1 000;68;18;3;167;3;6
86401.083;Колокол;Сталь 20Х ф140_1263360000;Сталь 20Х;140;1 247;45;2;1;624;1;2
86401.087;Колокол;Сталь 20Х ф135_1209913000;Сталь 20Х;135;1 207;45;2;1;604;1;2
86401.138;Колокол;Сталь 20Х ф220 _1200190000;Сталь 20Х;220;897;138;2;1;449;1;2
86401.139;Колокол;Сталь 20Х ф210_1215010000;Сталь 20Х;210;1 147;138;2;1;574;1;2
94000.02.002;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 078;60;5;1;216;1;5
94000.02.001;Переводник;Сталь 38ХГМ ф100_1211103000;Сталь 38ХГМ;100;1 078;60;5;1;216;1;5
86401.078;Колокол;Сталь 20Х ф150_1225500000;Сталь 20Х;150;927;56;2;1;464;1;2
86602.038;Метчик;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 078;56;4;1;270;1;4
86604.073;Метчик;Сталь 20Х ф105_1257105000;Сталь 20Х;105;944;32;3;1;315;1;3
92001.03.011;Корпус;Сталь 40Х ф135_1229200000;Сталь 40Х;135;876;64;2;1;438;1;2
93901.05.001;Переводник;Сталь 20Х2Н4А ф 115;Сталь 20Х2Н4А;115;1 028;38;2;1;514;1;2
93901.05.002;Переводник;Сталь 20Х2Н4А ф130_1211307000;Сталь 20Х2Н4А;130;1 028;38;2;1;514;1;2
93901.05.003;Переводник;Сталь 20Х2Н4А ф 115;Сталь 20Х2Н4А;115;1 006;45;2;1;503;1;2
93901.05.004;Переводник;Сталь 20Х2Н4А ф130_1211307000;Сталь 20Х2Н4А;130;1 028;56;2;1;514;1;2
93901.05.005;Переводник;Сталь 20Х2Н4А ф150_1248400000;Сталь 20Х2Н4А;150;1 305;50;3;1;435;1;3
93901.05.006;Переводник;Сталь 20Х2Н4А ф150_1248400000;Сталь 20Х2Н4А;150;1 317;45;3;1;439;1;3
93901.05.007;Переводник;Сталь 20Х2Н4А ф180  1248303010;Сталь 20Х2Н4А;180;948;0;2;1;474;1;2
93901.05.008;Переводник;Сталь 20Х2Н4А ф180  1248303010;Сталь 20Х2Н4А;180;960;0;2;1;480;1;2
93901.05.009;Переводник;Сталь 20Х2Н4А ф180  1248303010;Сталь 20Х2Н4А;180;1 128;78;2;1;564;1;2
93901.05.010;Переводник;Сталь 20Х2Н4А ф 115;Сталь 20Х2Н4А;115;1 005;50;3;1;335;1;3
94003.05.001;Патрубок;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 228;78;2;1;614;1;2
94120.06.001;Переводник;Сталь 12Х18Н10Т ф100  1551300000;Сталь 12Х18Н10Т;100;1 079;68;5;1;216;1;5
93920.01.00.004;Переводник;Сталь 38ХГМ ф220_1287301000;Сталь 38ХГМ;220;1 134;90;2;1;567;1;2
93920.01.00.013;Переводник;Сталь 38ХГМ ф150_1294070000;Сталь 38ХГМ;150;1 248;38;2;1;624;1;2
93920.01.00.014;Переводник;Сталь 38ХГМ ф150_1294070000;Сталь 38ХГМ;150;1 268;58;2;1;634;1;2
93920.01.00.015;Переводник;Сталь 38ХГМ ф155_1294110000;Сталь 38ХГМ;155;1 088;58;2;1;544;1;2
93920.01.00.017;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;1 008;25;2;1;504;1;2
93920.01.00.018;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 008;25;2;1;504;1;2
94000.06.003;Переводник;Сталь 10Х11Н23Т3МР ф120_1515151700;Сталь 10Х11Н23Т3МР;120;1 129;60;5;1;226;1;5
94000.06.004;Переводник;Сталь 10Х11Н23Т3МР ф100_1502020700;Сталь 10Х11Н23Т3МР;100;954;64;5;1;191;1;5
93902.00.02.002;Переводник;Сталь 20Х2Н4А ф190_1211709000;Сталь 20Х2Н4А;190;1 062;78;2;1;531;1;2
93902.00.02.003;Переводник;Сталь 20Х2Н4А ф190_1211709000;Сталь 20Х2Н4А;190;1 078;68;2;1;539;1;2
93902.00.02.004;Переводник;Сталь 20Х2Н4А ф190_1211709000;Сталь 20Х2Н4А;190;1 068;68;2;1;534;1;2
93902.00.02.008;Переводник;Сталь 20Х2Н4А ф130_1211307000;Сталь 20Х2Н4А;130;902;50;2;1;451;1;2
93902.00.02.009;Переводник;Сталь 20Х2Н4А ф130_1211307000;Сталь 20Х2Н4А;130;888;50;2;1;444;1;2
93902.00.02.011;Переводник;Сталь 20Х2Н4А ф220_1215303000;Сталь 20Х2Н4А;220;1 092;78;2;1;546;1;2
93902.00.02.012;Переводник;Сталь 20Х2Н4А ф220_1215303000;Сталь 20Х2Н4А;220;1 070;78;2;1;535;1;2
86401.079;Колокол;Сталь 20Х ф145_1207400000;Сталь 20Х;145;967;56;2;1;484;1;2
93500.438;Головка;Сталь 38ХГМ ф180_1251080000;Сталь 38ХГМ;180;998;93;2;1;499;1;2
93700.032;Воронка;Сталь 38ХГМ ф200_1212170000;Сталь 38ХГМ;200;1 035;123;3;1;345;1;3
93700.033;Воронка;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;1 155;123;3;1;385;1;3
93700.034;Воронка;Сталь 38ХГМ ф260_1212121515;Сталь 38ХГМ;260;1 245;123;3;1;415;1;3
94020.02.004;Переводник;Сталь 38ХГМ ф 85_1212121300;Сталь 38ХГМ;85;982;56;4;1;246;1;4
94020.02.008;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;982;56;4;1;246;1;4
93920.00.00.021;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;1 008;38;2;1;504;1;2
93700.035;Воронка;Сталь 38ХГМ ф230_12873230000;Сталь 38ХГМ;230;1 155;138;3;1;385;1;3
86401.093;Колокол;Сталь 20Х ф115_1279000000;Сталь 20Х;115;1 177;0;2;1;589;1;2
86401.095;Колокол;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 227;56;2;1;614;1;2
86401.141;Колокол;Сталь 20Х ф110_1222460000;Сталь 20Х;110;830;68;2;1;415;1;2
86401.142;Колокол;Сталь 20Х ф130_1225600000;Сталь 20Х;130;1 030;78;2;1;515;1;2
93700.036;Воронка;Сталь 38ХГМ ф220_1287301000;Сталь 38ХГМ;220;1 114;138;2;1;557;1;2
93700.037;Воронка;Сталь 38ХГМ ф300_1234569000;Сталь 38ХГМ;300;1 114;138;2;1;557;1;2
93700.038;Воронка;Сталь 38ХГМ ф300_1234569000;Сталь 38ХГМ;300;1 198;138;2;1;599;1;2
93900.00.02.001;Переводник;Сталь 38ХГМ ф150_1294070000;Сталь 38ХГМ;150;880;45;2;1;440;1;2
93900.01.02.001;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;830;60;2;1;415;1;2
93900.01.02.002;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 030;80;2;1;515;1;2
93900.01.05.001;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 030;38;2;1;515;1;2
86401.098;Колокол;Сталь 20Х ф135_1209913000;Сталь 20Х;135;1 340;56;2;1;670;1;2
95000.16.004;Полукольцо;Сталь 40Х ф100_1241000000;Сталь 40Х;100;1 025;58;24;1;76;1;24
94100.00.00.001;Переводник М73хНЗ-88;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;870;38;3;1;290;1;3
94100.00.00.003;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;1 102;25;4;1;276;1;4
94100.00.00.005;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;870;45;3;1;290;1;3
94110.00.001;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 102;45;4;1;276;1;4
94120.00.00.001;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 155;32;3;1;385;1;3
94120.00.00.002;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 155;38;3;1;385;1;3
93920.00.00.022;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 008;32;2;1;504;1;2
93900.00.00.001;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 130;52;2;1;565;1;2
93900.00.00.002;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 155;32;3;1;385;1;3
93900.00.00.003;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;818;38;2;1;409;1;2
93900.00.00.006;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;808;45;2;1;404;1;2
94000.06.005;Переводник;Сталь 40ХН ф120_1202120000;Сталь 40ХН;120;1 129;58;5;1;226;1;5
94100.00.00.015;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;1 162;38;4;1;291;1;4
94100.00.00.026;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 102;25;4;1;276;1;4
94010.00.003;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 078;50;5;1;216;1;5
94010.00.006;Переводник;Сталь 38ХГМ ф100_1211103000;Сталь 38ХГМ;100;1 078;50;5;1;216;1;5
86602.039;Метчик МЭС-102(3-86);Сталь 20Х ф130_1225600000;Сталь 20Х;130;1 181;56;4;1;295;1;4
93900.00.00.007;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;1 004;24;3;1;335;1;3
93900.00.00.012;Переводник;Сталь 38ХГМ ф 95_1211101000;Сталь 38ХГМ;95;1 004;34;3;1;335;1;3
93900.00.00.013;Переводник;Сталь 38ХГМ ф 95_1211101000;Сталь 38ХГМ;95;1 112;45;3;1;371;1;3
93900.00.00.016;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;817;38;2;1;409;1;2
93900.00.00.017;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 151;24;3;1;384;1;3
93900.00.00.018;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 510;38;4;1;378;1;4
93900.00.00.021;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;817;38;2;1;409;1;2
93900.00.00.023;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;867;45;2;1;434;1;2
93900.00.00.025;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 112;24;3;1;371;1;3
93900.00.00.027;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;867;56;2;1;434;1;2
94100.00.00.028;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;824;35;3;1;275;1;3
86401.517;Колокол;Сталь 20Х ф210_1215010000;Сталь 20Х;210;1 338;108;2;1;669;1;2
93900.00.02.002;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 244;50;3;1;415;1;3
93900.01.02.003;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 027;60;2;1;514;1;2
93900.01.00.042;Переводник;Сталь 38ХГМ ф145_1294090000;Сталь 38ХГМ;145;1 027;70;2;1;514;1;2
93900.01.00.053;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 017;70;2;1;509;1;2
93900.01.00.054;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 021;58;2;1;511;1;2
93900.01.00.056;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;997;95;2;1;499;1;2
93900.01.00.057;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 074;102;2;1;537;1;2
93900.01.00.078;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 074;78;2;1;537;1;2
93900.01.00.079;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 027;78;2;1;514;1;2
93900.01.00.081;Переводник;Сталь 38ХГМ ф220_1287301000;Сталь 38ХГМ;220;1 214;78;2;1;607;1;2
93900.01.00.083;Переводник;Сталь 38ХГМ ф220_1287301000;Сталь 38ХГМ;220;1 194;70;2;1;597;1;2
93900.01.00.084;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 027;78;2;1;514;1;2
93900.01.00.085;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 078;78;2;1;539;1;2
93900.01.00.086;Переводник;Сталь 38ХГМ ф 95_1211101000;Сталь 38ХГМ;95;1 094;24;3;1;365;1;3
93910.00.034;Переводник;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;834;123;2;1;417;1;2
93920.01.02.001;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;1 007;35;2;1;504;1;2
93920.01.00.019;Переводник;Сталь 38ХГМ ф210_1251081000;Сталь 38ХГМ;210;1 134;90;2;1;567;1;2
93920.01.00.025;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 007;38;2;1;504;1;2
93900.01.00.007;Переводник;Сталь 38ХГМ ф 90_1212121200;Сталь 38ХГМ;90;1 004;24;3;1;335;1;3
93900.01.00.012;Переводник;Сталь 38ХГМ ф 95_1211101000;Сталь 38ХГМ;95;1 004;24;3;1;335;1;3
93900.01.00.017;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 154;24;3;1;385;1;3
93900.01.00.035;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;927;32;2;1;464;1;2
93900.01.00.089;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 027;70;2;1;514;1;2
93900.01.00.036;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;967;32;2;1;484;1;2
93900.01.00.006;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;807;45;2;1;404;1;2
93900.01.00.016;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;817;38;2;1;409;1;2
93900.01.02.015;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;817;38;2;1;409;1;2
86401.518;Колокол;Сталь 20Х ф135_1209913000;Сталь 20Х;135;1 087;78;2;1;544;1;2
86401.519;Колокол;Сталь 20ХГНМ ф 135_1211600000;Сталь 20ХГНМ;135;1 287;78;2;1;644;1;2
91402.01.011-11;Корпус;Сталь 40Х ф125_1215600000;Сталь 40Х;125;820;45;2;1;410;1;2
93900.01.00.033;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;867;56;2;1;434;1;2
93900.01.00.041;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;901;70;2;1;451;1;2
93900.00.00.031;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;817;38;2;1;409;1;2
93900.00.00.033;Переводник П-88/102;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;867;56;2;1;434;1;2
93900.00.00.036;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;887;32;2;1;444;1;2
93900.00.00.037;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;880;45;2;1;440;1;2
93900.00.00.038;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;887;38;2;1;444;1;2
93900.00.00.041;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;894;70;2;1;447;1;2
93900.00.00.042;Переводник;Сталь 38ХГМ ф145_1294090000;Сталь 38ХГМ;145;1 027;70;2;1;514;1;2
93900.00.00.045;Переводник;Сталь 38ХГМ ф150_1294070000;Сталь 38ХГМ;150;953;58;2;1;477;1;2
93900.00.00.049;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 067;86;2;1;534;1;2
93900.00.00.053;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 017;70;2;1;509;1;2
93900.00.00.054;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 021;58;2;1;511;1;2
93900.00.00.056;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;997;93;2;1;499;1;2
93900.00.00.057;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;1 060;102;2;1;530;1;2
93500.442;Головка;Сталь 38ХГМ ф140_1208080000;Сталь 38ХГМ;140;815;38;2;1;408;1;2
86401.522;Колокол;Сталь 20Х ф130_1225600000;Сталь 20Х;130;1 019;40;2;1;510;1;2
93910.00.038;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;1 124;45;3;1;375;1;3
93900.00.01.001;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;1 004;32;3;1;335;1;3
93900.00.04.002;Переводник;Сталь 38ХГМ ф115_1294081000;Сталь 38ХГМ;115;1 004;50;3;1;335;1;3
93900.01.00.068;Переводник;Сталь 38ХГМ ф220_1287301000;Сталь 38ХГМ;220;1 070;102;2;1;535;1;2
93900.01.04.001;Переводник;Сталь 38ХГМ ф210_1251081000;Сталь 38ХГМ;210;1 234;80;2;1;617;1;2
93900.01.04.002;Переводник;Сталь 38ХГМ ф185 ;Сталь 38ХГМ;185;1 073;80;2;1;537;1;2
93900.01.04.003;Переводник;Сталь 38ХГМ ф185 ;Сталь 38ХГМ;185;1 133;80;2;1;567;1;2
93920.01.05.001;Переводник;Сталь 38ХГМ ф185 ;Сталь 38ХГМ;185;1 154;56;2;1;577;1;2
86401.907;Колокол;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 127;40;2;1;564;1;2
86602.042;Метчик;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 101;40;4;1;275;1;4
86602.043;Метчик;Сталь 20Х ф120_1279120000;Сталь 20Х;120;1 101;40;4;1;275;1;4
93900.00.00.092;Переводник;Сталь 38ХГМ ф120_1211102000;Сталь 38ХГМ;120;827;28;2;1;414;1;2
86401.146;Колокол;Сталь 20Х ф145_1207400000;Сталь 20Х;145;947;93;2;1;474;1;2
93900.00.00.093;Переводник;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;1 193;105;2;1;597;1;2
93900.00.00.094;Переводник;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;1 093;105;2;1;547;1;2
93900.00.00.095;Переводник;Сталь 38ХГМ ф240_1251083000;Сталь 38ХГМ;240;1 083;105;2;1;542;1;2
93900.00.00.096;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;997;93;2;1;499;1;2
93900.00.00.097;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;997;80;2;1;499;1;2
93910.00.011;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;1 019;56;3;1;340;1;3
93910.00.022;Переводник;Сталь 38ХГМ ф165 ;Сталь 38ХГМ;165;1 199;78;3;1;400;1;3
93920.00.00.019;Переводник;Сталь 38ХГМ ф210_1251081000;Сталь 38ХГМ;210;1 133;90;2;1;567;1;2
94020.03.001;Переводник;Сталь 38ХГМ ф 85_1212121300;Сталь 38ХГМ;85;1 057;58;7;1;151;1;7
93900.00.00.028;Переводник;Сталь 38ХГМ ф125_1294082000;Сталь 38ХГМ;125;1 112;45;3;1;371;1;3
93910.00.024;Переводник;Сталь 38ХГМ ф105_1212150000;Сталь 38ХГМ;105;1 124;32;3;1;375;1;3
94100.00.00.011;Переводник;Сталь 38ХГМ ф130_1294080000;Сталь 38ХГМ;130;899;56;3;1;300;1;3
86401.524;Колокол;Сталь 20Х ф 90_1224100000;Сталь 20Х;90;1 007;35;2;1;504;1;2
86401.527;Колокол;Сталь 20ХГНМ ф 135_1211600000;Сталь 20ХГНМ;135;1 137;64;2;1;569;1;2
86401.912;Колокол;Сталь 20ХГНМ ф 115 _1282100000;Сталь 20ХГНМ;115;967;40;2;1;484;1;2
93900.01.04.056;Переводник;Сталь 38ХГМ ф190_1251082000;Сталь 38ХГМ;190;998;78;2;1;499;1;2
